analysis_day,n_observations,detected,elapsed_seconds,theta1_median,theta2_median,theta_diff_median,tau_median,tau_map,tau_q025,tau_q975,p_positive_effect,p_tau_near_truth,accepted_rate,rep,seed,true_theta1,true_theta2,true_t_star
30,15,false,,0.20310875192413205,0.20692836623865407,0.018043091071417633,20,26,3.0,29.0,0.5356982487651549,0.16838796587337224,0.27366666666666667,17,2042,0.15,0.25,30
40,20,false,,0.21029238289035143,0.18682272025539107,-0.0321813662009887,9,4,1.0,38.0,0.41696588868940754,0.07719928186714542,0.25066666666666665,17,2042,0.15,0.25,30
50,25,false,,0.18822414594183656,0.24735442957645906,0.06492605046184013,42,43,12.0,49.0,0.6968625718073354,0.04993371630578878,0.239,17,2042,0.15,0.25,30
60,30,false,,,,,,,,,,,0.0003333333333333333,17,2042,0.15,0.25,30
20,10,false,,0.2649622632705669,0.17424166406531225,-0.09441959566149172,7,3,1.0,19.0,0.3613207547169811,0.0,0.2856666666666667,18,2043,0.15,0.25,30
30,15,false,,0.4113826332605022,0.1372806546366161,-0.2677511636870963,5,2,1.0,27.0,0.06935563207083129,0.038366945400885394,0.23066666666666666,18,2043,0.15,0.25,30
40,20,false,,0.36774300606600907,0.16603249204038187,-0.2100252769890344,4,2,1.0,37.0,0.2266260162601626,0.11534552845528455,0.19833333333333333,18,2043,0.15,0.25,30
50,25,true,,0.17959009766329642,0.3847021085839489,0.2047528702794435,42,44,25.0,49.0,0.8921785240830755,0.0760053026955369,0.21133333333333335,18,2043,0.15,0.25,30
20,10,false,,0.7386632842375311,0.16387230867565994,-0.5915948284254056,2,2,1.0,16.0,0.06983400114481969,0.0,0.216,19,2044,0.15,0.25,30
30,15,false,,0.1787891820720447,0.5648304169111225,0.372387963257909,26,26,4.0,29.0,0.7206982543640897,0.3640897755610973,0.239,19,2044,0.15,0.25,30
40,20,false,,0.17850493165877418,0.36829048365219674,0.20893833006796939,33,39,2.0,39.0,0.6739454094292804,0.0803970223325062,0.22966666666666666,19,2044,0.15,0.25,30
50,25,true,,0.1810104393366032,0.7578635655668725,0.5744419454438678,42,46,14.0,49.0,0.9599067599067599,0.06573426573426573,0.23633333333333334,19,2044,0.15,0.25,30
20,10,false,,0.1320010141556569,0.46057758411576677,0.3138071317083442,16,16,3.0,19.0,0.8162743091095189,0.0,0.276,20,2045,0.15,0.25,30
30,15,false,,0.13520957704090736,0.13201315123136778,0.010151097381521076,12,26,1.0,28.0,0.5153246753246753,0.09350649350649351,0.2783333333333333,20,2045,0.15,0.25,30
40,20,false,,0.5549256005414421,0.11703579162849051,-0.44458823710431516,3,2,1.0,14.900000000000091,0.15379939209726443,0.0,0.19166666666666668,20,2045,0.15,0.25,30
50,25,true,,0.1413343769109056,0.23670195191125704,0.11059479612090625,32,43,5.0,46.0,0.8628192999053926,0.23746452223273415,0.245,20,2045,0.15,0.25,30
